source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes,split
realwaste,ml/data/raw/realwaste/Paper/Paper_198.jpg,paper,paper,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/glass/glass 2451.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1261.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 727.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 20.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 200.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1852.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_333.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1142.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/metal/metal22.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_136.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 693.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2561.jpg,metal,metal,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_453.jpg,metal,metal,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_380.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_240.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1847.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/paper/paper417.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/glass/glass85.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1260.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 354.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2535.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_895.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1411.jpg,glass,glass,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_673.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/paper/paper 92.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/paper/paper163.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 2512.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2360.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_109.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 2304.jpg,plastic,plastic,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_640.jpg,metal,metal,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/glass/glass 530.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1084.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/plastic/plastic214.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 234.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 37.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 531.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_425.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/plastic/plastic31.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/glass/glass197.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/plastic/plastic179.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1336.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/glass/glass227.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/cardboard/cardboard230.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_840.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1168.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_106.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_467.jpg,paper,paper,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_222.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_55.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_144.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 817.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/paper/paper192.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1144.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_315.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1311.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 2401.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_760.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_57.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 2290.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 472.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1508.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1773.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_464.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_56.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/metal/metal294.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1010.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_706.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_762.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/metal/metal270.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1199.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/glass/glass460.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_68.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_501.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1224.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2022.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1306.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_287.jpg,glass,glass,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_291.jpg,paper,paper,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_453.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_635.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_437.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_204.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_840.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1813.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1345.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 412.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2437.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1054.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_725.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1860.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 941.jpg,glass,glass,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_186.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train
trashnet,ml/data/raw/trashnet/paper/paper22.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 2046.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_71.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_28.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/cardboard/cardboard14.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1413.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2076.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1701.jpg,glass,glass,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_36.jpg,metal,metal,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 417.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2361.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2362.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1898.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_70.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 83.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/paper/paper111.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_746.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1113.jpg,glass,glass,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_504.jpg,metal,metal,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_974.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 734.jpg,glass,glass,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_112.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2524.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1945.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_876.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_145.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_78.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1268.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 431.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_336.jpg,paper,paper,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_4.jpg,paper,paper,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1001.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 496.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1031.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_546.jpg,metal,metal,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_506.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_904.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1528.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1462.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_484.jpg,metal,metal,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_585.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_953.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/paper/paper108.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 485.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 2259.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/glass/glass177.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2289.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2282.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_157.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 701.jpg,plastic,plastic,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_163.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
trashnet,ml/data/raw/trashnet/cardboard/cardboard117.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2324.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1365.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1499.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1500.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_836.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_27.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/glass/glass175.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1140.jpg,plastic,plastic,known,true,Known 5-class label,known_train
